revision_id,revision_page_id,tag_id
256987527,1272844,12
419184617,23103900,12
426914557,8819023,12
194563664,442893,11
773798857,1439959,11
648392977,23766768,12
386391861,11270405,1
675194769,42707192,11
682123500,943809,12
117378576,3567228,2
94307767,169252,11
123719358,1047970,1
453319741,6670074,12
699481924,3097114,2
175639662,5312494,2
261111446,664786,2
508255436,36665815,12
721007907,50562487,12
607936709,596566,1
193396836,13269193,1
81755968,32374,11
129491853,321991,11
200516077,11561558,12
115646522,496677,2
637842031,20861421,12
511698991,2233839,1
544150769,17292548,2
522546942,2166873,1
265747322,203456,1
556838388,160977,1
82047327,15573,2
339826883,71180,2
173537409,4469143,1
782896639,38025793,9
444614841,32722347,12
45627737,32070,2
543236160,32537766,9
260585532,2298105,11
792097204,51001411,12
280992515,165206,1
104330810,893041,1
798827209,6095933,12
277174417,7473,1
509468689,14627,12
226836111,2117270,12
154363119,59957,11
138274226,27743,2
328183607,21448787,9
195247411,11746606,1
630845678,30040850,12
190695017,3490081,1
283313047,1778756,1
488414442,3395535,2
745880265,34273,12
743088898,5389086,12
388804825,26720712,2
244701872,20097,2
143929064,191200,1
776498496,52195116,12
466032208,938075,12
630226205,1695702,12
454205321,32836952,6
323973613,483147,2
107833441,343560,2
2975763,13270,2
614525824,87835,12
285889829,11666374,12
724284549,89922,11
245775955,19809185,12
62109607,22705,11
28441828,2786,2
24676666,32693,2
428849669,5187955,1
203868546,1041206,12
653908152,353742,2
198551259,540313,11
323927644,37744,12
697966178,47065338,12
112086609,6611,11
524109181,19673093,1
719830911,3361238,12
793305695,21477152,12
17981205,3301347,12
485925010,13838626,12
530807924,417498,12
149642856,18482905,12
358109207,16038451,12
241911710,19531673,6
30528382,29240,12
350547035,20490542,11
14840978,35518,1
642608992,7276672,12
669458776,47437222,2
131544124,295721,1
356860157,80801,12
614543886,38201202,12
552868140,24885993,12
407372977,27562611,1
292138625,17922810,12
415690626,3092836,12
488414442,3395535,11
380094661,708537,6
185685947,525336,1
104291173,2202906,12
536960288,160300,11
705598417,1829286,3
208295176,9973651,12
203000626,1011572,2
542012912,16967559,12
200773400,8632225,1
616921854,3554551,12
325634607,1699096,12
642276204,2785519,12
436129377,371265,12
602073221,39912615,12
560600115,4288862,12
100979810,7120096,12
328183607,21448787,1
66076877,149655,12
313371524,18593150,12
203308450,3196335,9
784805235,25798,12
678224413,14169692,12
340534063,1918578,12
53365388,18567040,11
55058176,1515537,12
370861954,3682835,12
348066166,26443552,12
311861924,5302235,11
203308450,3196335,1
142267485,436580,1
426823464,20614674,1
426325524,20792559,12
415358932,92894,1
96080973,941852,12
138102629,89761,1
471512251,34377410,6
72461677,204971,9
126797346,2696041,12
633421449,36075621,12
111878683,4502,1
